,awardYear,Persistence,awardLabel,PairID,class,lastPubYear,event,time,area,group
4124,1978,27,Nobel Prize in Physics,1361,Contenders,2005,1,27,physics,Young
4125,2008,11,Wolf Prize in Medicine,16,Contenders,2019,0,11,biology,Senior
4126,2006,13,Shanti Swarup Bhatnagar Prize for Science and Technology,1259,Contenders,2019,0,13,general,NA
4127,2017,3,Fellow of the Royal Society,439,Contenders,2020,0,3,general,Senior
4128,2008,12,Fellow of the Royal Society,163,Contenders,2020,0,12,general,NA
4129,1981,33,Fellow of the Royal Society,1067,Contenders,2014,1,33,general,Young
4130,2009,10,Nobel Prize in Chemistry,44,Contenders,2019,0,10,chemistry,Senior
4131,2006,10,Wolf Prize in Physics,1335,Contenders,2016,1,10,physics,Senior
4132,2010,10,Fellow of the Royal Society,493,Contenders,2020,0,10,general,Middle
4135,1996,18,Shanti Swarup Bhatnagar Prize for Science and Technology,421,Contenders,2014,1,18,general,Young
4136,2015,3,Wolf Prize in Medicine,186,Contenders,2018,0,3,biology,Senior
4137,1984,36,MacArthur Fellowship,17,Contenders,2020,0,36,general,Middle
4138,2001,19,Willard Gibbs Award,935,Contenders,2020,0,19,chemistry,Middle
4139,1997,20,Nobel Prize in Chemistry,1255,Contenders,2017,1,20,chemistry,Senior
4140,1986,25,National Medal of Science,1254,Contenders,2011,1,25,general,Senior
4141,2006,14,MacArthur Fellowship,739,Contenders,2020,0,14,general,Young
4142,2013,6,Fellow of the Royal Society,737,Contenders,2019,0,6,general,Young
4143,1998,22,Shanti Swarup Bhatnagar Prize for Science and Technology,889,Contenders,2020,0,22,general,Young
4144,1983,3,Fellow of the Royal Society,902,Contenders,1986,1,3,general,Young
4145,1988,31,National Medal of Science,552,Contenders,2019,0,31,general,Senior
4146,1985,15,Edison Medal,770,Contenders,2000,1,15,cs,Senior
4147,2016,3,Wolf Prize in Physics,23,Contenders,2019,0,3,physics,Senior
4148,1994,25,Fellow of the Royal Society,1161,Contenders,2019,0,25,general,Young
4149,2012,5,MacArthur Fellowship,365,Contenders,2017,1,5,general,Young
4150,1978,29,Fellow of the Royal Society,629,Contenders,2007,1,29,general,Young
4151,2016,4,Lasker-DeBakey Clinical Medical Research Award,1125,Contenders,2020,0,4,biology,Senior
4152,2009,9,Shanti Swarup Bhatnagar Prize for Science and Technology,1188,Contenders,2018,0,9,general,Young
4153,1983,26,Fellow of the Royal Society,902,Contenders,2009,1,26,general,Young
4155,1995,15,MacArthur Fellowship,25,Contenders,2010,1,15,general,Middle
4156,2003,8,Shanti Swarup Bhatnagar Prize for Science and Technology,1162,Contenders,2011,1,8,general,Young
4157,1973,46,Fellow of the Royal Society,860,Contenders,2019,0,46,general,Young
4158,2007,4,SASTRA Ramanujan Prize,1123,Contenders,2011,1,4,mathematics,Young
4159,1982,37,MacArthur Fellowship,857,Contenders,2019,0,37,general,Middle
4160,2011,9,Nobel Prize in Physics,454,Contenders,2020,0,9,physics,Middle
4161,1989,30,Fellow of the Royal Society,1061,Contenders,2019,0,30,general,Middle
4162,2002,17,Fellow of the Royal Society,518,Contenders,2019,0,17,general,Middle
4163,1984,31,Fellow of the Royal Society,1232,Contenders,2015,1,31,general,Middle
4164,1987,11,Fellow of the Royal Society,92,Contenders,1998,1,11,general,Young
4165,2018,2,Wolf Prize in Chemistry,764,Contenders,2020,0,2,chemistry,Senior
4166,1947,70,Fellow of the Royal Society,1398,Contenders,2017,1,70,general,Middle
4167,1953,64,Nobel Prize in Physiology or Medicine,198,Contenders,2017,1,64,biology,Middle
4168,1967,50,Nobel Prize in Physiology or Medicine,1300,Contenders,2017,1,50,biology,Senior
4169,2017,3,Fellow of the Royal Society,1101,Contenders,2020,0,3,general,Senior
4170,1978,15,Fellow of the Royal Society,1184,Contenders,1993,1,15,general,Middle
4171,2014,6,Fields Medal,585,Contenders,2020,0,6,mathematics,Young
4172,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,471,Contenders,2020,0,13,general,Young
4173,1977,24,Fellow of the Royal Society,478,Contenders,2001,1,24,general,Young
4175,2006,12,MacArthur Fellowship,739,Contenders,2018,0,12,general,Young
4176,2005,1,Wolf Prize in Physics,218,Contenders,2006,1,1,physics,Senior
4177,2008,12,MacArthur Fellowship,462,Contenders,2020,0,12,general,Young
4178,1980,13,Fellow of the Royal Society,1266,Contenders,1993,1,13,general,Middle
4179,2007,8,Fellow of the Royal Society,387,Contenders,2015,1,8,general,Middle
4180,1991,16,MacArthur Fellowship,626,Contenders,2007,1,16,general,Senior
4181,1990,30,MacArthur Fellowship,1199,Contenders,2020,0,30,general,Young
4182,2005,15,Fellow of the Royal Society,452,Contenders,2020,0,15,general,Senior
4183,2013,6,National Medal of Science,541,Contenders,2019,0,6,general,Middle
4184,2016,4,Shanti Swarup Bhatnagar Prize for Science and Technology,736,Contenders,2020,0,4,general,Young
4185,2010,10,National Medal of Science,281,Contenders,2020,0,10,general,Senior
4186,1988,32,Nobel Prize in Physics,1445,Contenders,2020,0,32,physics,Middle
4187,2007,5,Lasker-DeBakey Clinical Medical Research Award,800,Contenders,2012,1,5,biology,Senior
4188,1984,1,MacArthur Fellowship,998,Contenders,1985,1,1,general,Young
4189,2003,17,MacArthur Fellowship,753,Contenders,2020,0,17,general,Young
4190,2018,1,Breakthrough Prize in Life Sciences,72,Contenders,2019,0,1,biology,Senior
4191,2017,2,Fellow of the Royal Society,358,Contenders,2019,0,2,general,Senior
4192,2010,9,MacArthur Fellowship,122,Contenders,2019,0,9,general,Young
4193,2015,5,Nobel Prize in Physics,1356,Contenders,2020,0,5,physics,Middle
4194,2002,18,Shanti Swarup Bhatnagar Prize for Science and Technology,831,Contenders,2020,0,18,general,Young
4195,1937,13,Nobel Prize in Physiology or Medicine,1190,Contenders,1950,1,13,biology,Young
4197,1996,9,Willard Gibbs Award,467,Contenders,2005,1,9,chemistry,Senior
4198,2009,11,MacArthur Fellowship,75,Contenders,2020,0,11,general,Middle
4199,1992,27,Fellow of the Royal Society,318,Contenders,2019,0,27,general,Young
4200,1974,14,Fellow of the Royal Society,316,Contenders,1988,1,14,general,Young
4201,1988,16,Wolf Prize in Chemistry,836,Contenders,2004,1,16,chemistry,Middle
4203,1985,35,MacArthur Fellowship,1191,Contenders,2020,0,35,general,Middle
4204,2014,5,Fellow of the Royal Society,1213,Contenders,2019,0,5,general,Senior
4205,1977,25,Fellow of the Royal Society,984,Contenders,2002,1,25,general,Middle
4206,2002,18,Shanti Swarup Bhatnagar Prize for Science and Technology,843,Contenders,2020,0,18,general,Young
4207,1992,25,MacArthur Fellowship,929,Contenders,2017,1,25,general,Young
4208,2014,5,Fields Medal,983,Contenders,2019,0,5,mathematics,Young
4209,1965,44,Nobel Prize in Physiology or Medicine,303,Contenders,2009,1,44,biology,Middle
4210,2018,2,Fellow of the Royal Society,1095,Contenders,2020,0,2,general,NA
4211,2017,2,Wollaston Medal,907,Contenders,2019,0,2,geography,Middle
4212,2005,15,Wolf Prize in Medicine,126,Contenders,2020,0,15,biology,Senior
4213,1979,15,Wolf Prize in Medicine,1340,Contenders,1994,1,15,biology,Middle
4215,1974,17,Fellow of the Royal Society,1272,Contenders,1991,1,17,general,Middle
4216,1980,39,Fellow of the Royal Society,1295,Contenders,2019,0,39,general,Middle
4217,1992,14,Fellow of the Royal Society,557,Contenders,2006,1,14,general,Middle
4218,1995,11,Turing Award,1017,Contenders,2006,1,11,cs,Middle
4219,1964,5,Fellow of the Royal Society,684,Contenders,1969,1,5,general,Middle
4220,1997,8,MacArthur Fellowship,1156,Contenders,2005,1,8,general,Young
4221,1991,28,MacArthur Fellowship,533,Contenders,2019,0,28,general,Middle
4222,1964,16,Nobel Prize in Physiology or Medicine,1424,Contenders,1980,1,16,biology,Middle
4223,1988,28,Wolf Prize in Mathematics,936,Contenders,2016,1,28,mathematics,Senior
4224,2001,18,Fellow of the Royal Society,658,Contenders,2019,0,18,general,Middle
4225,2014,6,Fellow of the Royal Society,989,Contenders,2020,0,6,general,Senior
4227,1993,24,National Medal of Science,487,Contenders,2017,1,24,general,Senior
4228,2000,10,National Medal of Science,641,Contenders,2010,1,10,general,Senior
4229,2000,0,MacArthur Fellowship,381,Contenders,2000,1,0,general,Young
4230,1990,18,Fellow of the Royal Society,535,Contenders,2008,1,18,general,Middle
4231,2009,5,MacArthur Fellowship,485,Contenders,2014,1,5,general,Middle
4233,1975,26,Shanti Swarup Bhatnagar Prize for Science and Technology,1085,Contenders,2001,1,26,general,Young
4234,2003,17,National Medal of Science,77,Contenders,2020,0,17,general,Senior
4235,1998,22,Fellow of the Royal Society,465,Contenders,2020,0,22,general,Middle
4236,1967,2,Fellow of the Royal Society,1379,Contenders,1969,1,2,general,Young
4237,2015,4,Fellow of the Royal Society,875,Contenders,2019,0,4,general,Middle
4238,1977,33,Fellow of the Royal Society,984,Contenders,2010,1,33,general,Middle
4239,1992,27,MacArthur Fellowship,416,Contenders,2019,0,27,general,Young
4240,2012,7,Wolf Prize in Mathematics,124,Contenders,2019,0,7,mathematics,Senior
4241,2007,12,Fellow of the Royal Society,649,Contenders,2019,0,12,general,Senior
4242,1946,16,Fellow of the Royal Society,782,Contenders,1962,1,16,general,Senior
4243,2004,16,Fellow of the Royal Society,1110,Contenders,2020,0,16,general,Senior
4244,1990,27,Shanti Swarup Bhatnagar Prize for Science and Technology,888,Contenders,2017,1,27,general,Young
4245,1952,23,Nobel Prize in Physics,1346,Contenders,1975,1,23,physics,Middle
4247,1999,3,Fellow of the Royal Society,300,Contenders,2002,1,3,general,Middle
4248,1962,57,Fields Medal,74,Contenders,2019,0,57,mathematics,Young
4249,1971,35,Shanti Swarup Bhatnagar Prize for Science and Technology,476,Contenders,2006,1,35,general,Young
4250,1944,6,Nobel Prize in Physics,1285,Contenders,1950,1,6,physics,Middle
4251,1985,32,MacArthur Fellowship,46,Contenders,2017,1,32,general,Young
4255,1998,22,Nobel Prize in Physics,369,Contenders,2020,0,22,physics,Middle
4256,2011,8,Fellow of the Royal Society,853,Contenders,2019,0,8,general,Senior
4257,2009,11,Fellow of the Royal Society,821,Contenders,2020,0,11,general,Middle
4258,1996,19,Nobel Prize in Physics,886,Contenders,2015,1,19,physics,Middle
4259,1934,75,Fellow of the Royal Society,892,Contenders,2009,1,75,general,Middle
4260,1988,11,National Medal of Science,200,Contenders,1999,1,11,general,Senior
4261,1993,27,MacArthur Fellowship,1443,Contenders,2020,0,27,general,Young
4262,2014,6,Breakthrough Prize in Life Sciences,1004,Contenders,2020,0,6,biology,Senior
4263,2012,8,Fellow of the Royal Society,957,Contenders,2020,0,8,general,Young
4264,2005,14,Fellow of the Royal Society,941,Contenders,2019,0,14,general,Middle
4265,1994,21,Fellow of the Royal Society,52,Contenders,2015,1,21,general,Middle
4266,1964,51,Nobel Prize in Physics,379,Contenders,2015,1,51,physics,Young
4267,2009,3,Fellow of the Royal Society,375,Contenders,2012,1,3,general,Senior
4268,1989,22,Fellow of the Royal Society,348,Contenders,2011,1,22,general,Young
4270,2006,14,Fellow of the Royal Society,247,Contenders,2020,0,14,general,NA
4271,2013,6,Fellow of the Royal Society,512,Contenders,2019,0,6,general,Senior
4272,1995,24,Shanti Swarup Bhatnagar Prize for Science and Technology,1270,Contenders,2019,0,24,general,Young
4273,2014,6,Shanti Swarup Bhatnagar Prize for Science and Technology,944,Contenders,2020,0,6,general,Young
4274,1999,19,Fellow of the Royal Society,1049,Contenders,2018,0,19,general,Middle
4275,2013,7,Fellow of the Royal Society,569,Contenders,2020,0,7,general,Middle
4277,1987,30,MacArthur Fellowship,526,Contenders,2017,1,30,general,Young
4278,2017,3,Fellow of the Royal Society,715,Contenders,2020,0,3,general,NA
4279,2006,13,Shanti Swarup Bhatnagar Prize for Science and Technology,895,Contenders,2019,0,13,general,NA
4280,2003,17,Shanti Swarup Bhatnagar Prize for Science and Technology,1010,Contenders,2020,0,17,general,Middle
4281,1963,36,Nobel Prize in Physics,1350,Contenders,1999,1,36,physics,Middle
4282,1978,42,Fellow of the Royal Society,882,Contenders,2020,0,42,general,Middle
4284,2009,11,Fellow of the Royal Society,457,Contenders,2020,0,11,general,Middle
4286,1986,24,MacArthur Fellowship,595,Contenders,2010,1,24,general,Young
4287,1978,29,Wolf Prize in Medicine,1391,Contenders,2007,1,29,biology,Middle
4289,1968,16,Nobel Prize in Physiology or Medicine,1200,Contenders,1984,1,16,biology,Middle
4290,1992,28,MacArthur Fellowship,929,Contenders,2020,0,28,general,Young
4291,1990,18,Shanti Swarup Bhatnagar Prize for Science and Technology,449,Contenders,2008,1,18,general,Young
4292,2008,11,Fellow of the Royal Society,149,Contenders,2019,0,11,general,NA
4293,2007,12,Bigsby Medal,211,Contenders,2019,0,12,geography,Young
4294,2006,13,Shanti Swarup Bhatnagar Prize for Science and Technology,1259,Contenders,2019,0,13,general,NA
4295,2001,16,Fellow of the Royal Society,986,Contenders,2017,1,16,general,Middle
4297,1991,17,National Medal of Science,752,Contenders,2008,1,17,general,Senior
4298,2014,6,Lasker-DeBakey Clinical Medical Research Award,1175,Contenders,2020,0,6,biology,Senior
4299,2017,2,Fellow of the Royal Society,556,Contenders,2019,0,2,general,Senior
4300,1993,27,Shanti Swarup Bhatnagar Prize for Science and Technology,610,Contenders,2020,0,27,general,Young
4301,1979,25,Turing Award,1315,Contenders,2004,1,25,cs,Middle
4302,2016,3,Vautrin Lud Prize,1053,Contenders,2019,0,3,geography,Senior
4304,1979,31,Shanti Swarup Bhatnagar Prize for Science and Technology,1306,Contenders,2010,1,31,general,Young
4306,2015,4,Fellow of the Royal Society,875,Contenders,2019,0,4,general,Middle
4307,2000,18,Turing Award,572,Contenders,2018,0,18,cs,Middle
4308,2001,17,Fellow of the Royal Society,568,Contenders,2018,0,17,general,Middle
4309,1954,50,Lasker-DeBakey Clinical Medical Research Award,222,Contenders,2004,1,50,biology,Middle
4310,2008,12,Hughes Medal,1415,Contenders,2020,0,12,physics,Middle
4311,1994,13,Lasker-DeBakey Clinical Medical Research Award,1329,Contenders,2007,1,13,biology,Senior
4312,2006,12,Nobel Prize in Chemistry,60,Contenders,2018,0,12,chemistry,Middle
4315,2015,4,Shanti Swarup Bhatnagar Prize for Science and Technology,1116,Contenders,2019,0,4,general,Young
4317,2012,7,Max Planck Medal,1150,Contenders,2019,0,7,physics,Middle
4318,1997,22,Fellow of the Royal Society,451,Contenders,2019,0,22,general,Middle
4319,2008,12,Wolf Prize in Chemistry,107,Contenders,2020,0,12,chemistry,Middle
4320,2006,13,Fellow of the Royal Society,1005,Contenders,2019,0,13,general,Middle
4321,1994,5,Shanti Swarup Bhatnagar Prize for Science and Technology,269,Contenders,1999,1,5,general,Young
4322,1991,3,Shanti Swarup Bhatnagar Prize for Science and Technology,150,Contenders,1994,1,3,general,Young
4323,2016,4,Wolf Prize in Physics,23,Contenders,2020,0,4,physics,Senior
4324,1981,29,Fellow of the Royal Society,1401,Contenders,2010,1,29,general,Young
4325,1995,24,MacArthur Fellowship,788,Contenders,2019,0,24,general,Young
4326,2017,3,Nobel Prize in Physics,188,Contenders,2020,0,3,physics,Senior
4327,1987,14,Fellow of the Royal Society,763,Contenders,2001,1,14,general,Senior
4328,1987,33,MacArthur Fellowship,313,Contenders,2020,0,33,general,Young
4329,2006,14,Fellow of the Royal Society,873,Contenders,2020,0,14,general,Middle
4330,2017,3,Wolf Prize in Physics,632,Contenders,2020,0,3,physics,Senior
4331,1983,13,Fellow of the Royal Society,542,Contenders,1996,1,13,general,Middle
4332,2007,9,Willard Gibbs Award,435,Contenders,2016,1,9,chemistry,Middle
4333,1987,11,Fellow of the Royal Society,859,Contenders,1998,1,11,general,Middle
4334,1970,45,Fellow of the Royal Society,995,Contenders,2015,1,45,general,Senior
4335,1984,25,MacArthur Fellowship,230,Contenders,2009,1,25,general,Middle
4336,1998,22,Fellow of the Royal Society,1287,Contenders,2020,0,22,general,NA
4337,2014,2,Lasker-DeBakey Clinical Medical Research Award,1260,Contenders,2016,1,2,biology,NA
4338,1991,21,Fellow of the Royal Society,1307,Contenders,2012,1,21,general,Middle
4339,2015,5,Fellow of the Royal Society,337,Contenders,2020,0,5,general,Middle
4340,1991,26,Fellow of the Royal Society,178,Contenders,2017,1,26,general,Middle
4341,1991,19,National Medal of Science,1057,Contenders,2010,1,19,general,Middle
4342,1981,38,MacArthur Fellowship,1364,Contenders,2019,0,38,general,Young
4344,1980,37,Wolf Prize in Physics,765,Contenders,2017,1,37,physics,Young
4345,2000,20,Nobel Prize in Physics,799,Contenders,2020,0,20,physics,Senior
4346,1998,21,National Medal of Science,1104,Contenders,2019,0,21,general,Senior
4347,2008,9,Max Planck Medal,1366,Contenders,2017,1,9,physics,Senior
4348,1957,14,Nobel Prize in Physiology or Medicine,1327,Contenders,1971,1,14,biology,Middle
4349,2016,4,Shanti Swarup Bhatnagar Prize for Science and Technology,808,Contenders,2020,0,4,general,Young
4350,2014,6,Fellow of the Royal Society,410,Contenders,2020,0,6,general,Middle
4351,2014,3,Willard Gibbs Award,195,Contenders,2017,1,3,chemistry,Senior
4352,1978,39,Nobel Prize in Physics,1361,Contenders,2017,1,39,physics,Young
4353,1998,22,National Medal of Science,1104,Contenders,2020,0,22,general,Senior
4354,2006,13,Fellow of the Royal Society,1060,Contenders,2019,0,13,general,Senior
4355,2008,12,Shanti Swarup Bhatnagar Prize for Science and Technology,181,Contenders,2020,0,12,general,Young
4356,1993,26,Fellow of the Royal Society,441,Contenders,2019,0,26,general,Young
4357,1979,30,National Medal of Science,1059,Contenders,2009,1,30,general,Middle
4358,2003,11,Fellow of the Royal Society,297,Contenders,2014,1,11,general,Senior
4359,1988,23,Nobel Prize in Chemistry,969,Contenders,2011,1,23,chemistry,Middle
